id,en,es,pt,pt_BR,fr,it,ca,de,ar,hi,zh_CN,ru,he,sv,da,
relay,relay,relevo,retransmitir,retransmitir,relais,relé,relleu,übermitteln,مُرحِّل - ناقل,रिले,中继,реле,ממסר,relä,relæ,
release,release,versión,versão,versão,Libération,versione,versió,Abfall,إصدار,रिहाई,发布,релиз,שחרור,släpp,frigøre,
remaining,remaining,que queda,restante,restante,restant,rimanente,que queda,verbleibend,باقٍ,शेष,其余,остальной,הנותר,återstående,resterende,
remind,remind,recordar,lembrar,lembrar,rappeler,ricordare,recordar,erinnern,ذكِّر,ध्यान दिलाना,提醒,напоминать,להזכיר,påminna,minde om,
remote,remote,remoto,remoto,remoto,éloigné,remoto,remot,entfernt,عن بعد - بعيد,दूरस्थ,远程,дистанционный пульт,מרחוק,avlägsen,fjern,
removable,removable,desmontable,removível,removível,amovible,rimovibile,desmuntable,entfernbar,قابل للإزالة,हटाने योग्य,移动,съемный,נשלף,avtagbar,aftagelig,
remove,remove,eliminar,remover,remover,retirer,rimuovi,eliminar,entfernen,أزل,हटाना,去掉,Удалить,להסיר,ta bort,fjerne,
rename,rename,renombrar,renomear,renomear,Renommer,rinomina,canviar el nom,umbenennen,اعد التسمية,नाम बदलने,改名,переименовать,שינוי שם,döpa om,omdøbe,
render,render,renderizar,renderizar,renderizar,rendre,,renderitzar,rendern,قدم - اعرض,प्रस्तुत करना,给予,оказывать,לעבד,göra,gengive,
renew,renew,renovar,,,renouveler,rinnova,renovar,erneuern,جدد,नवीकरण,更新,возобновлять,לחדש,förnya,forny,
repair,repair,reparar,reparar,reparar,réparation,ripara,reparar,reparieren,اصلح,मरम्मत,修理,ремонт,תיקון,reparera,reparation,
repeat,repeat,repetir,repetir,repetir,répéter,ripeti,repetir,wiederholen,كرّر,दोहराना,重复,повторение,חזור,upprepa,gentage,
replace,replace,sustituir,substituir,substituir,remplacer,sostituisci,substituir,ersetzen,بدّل,बदलने के,更换,замещать,החלף,byta ut,erstatte,
replicate,replicate,replicar,,,reproduire,duplica,replicar,replizieren,ضاعف - كرر,दोहराने,复制,копировать,לשכפל,återskapa,replikere,
replication,replication,réplica,replicar,replicar,réplication,duplicazione,rèplica,Replikation,مضاعفة - تكرار,प्रतिकृति,复制,копирование,שכפול,replikation,replikation,
reply,reply,contestar,responder,responder,répondre,rispondi,contestar,antworten,رد,जवाब दे दो,答复,Ответить,תשובה,svar,svar,
report,report,informar,relatório,relatório,rapport,rapporto,informar,berichten,تقرير,रिपोर्ट,报告,доклад,להגיש תלונה,Rapportera,rapport,
repository,repository,repositorio,repositório,repositório,dépôt,archivio,repositori,Archiv,مستودع,कोष,知识库,хранилище,מאגר,förvaret,repository,
request,request,petición,solicitação,solicitação,demande,richiesta,petició,anfordern,طلب,निवेदन,请求,запрос,בקשה,begäran,anmodning,
require,require,requerir,requer,requer,exiger,richiedere,requerir,erfordern,تطلب,की आवश्यकता होती है,要求,требовать,דורש,fordra,kræve,
requirement,requirement,requerimiento,requisito,requisito,exigence,requisito,requeriment,Voraussetzungen,متطاب - إحتياج,आवश्यकता,需求,требование,דרישה,krav,krav,
reset,reset,reiniciar,reiniciar,reiniciar,réinitialiser,reset,reiniciar,Standard,اعادة - تصفير,रीसेट,重启,сброс,לאפס,återställa,Nulstil,
resize,resize,redimensionar,redimensionar,redimensionar,redimensionner,ridimensiona,redimensionar,Größe ändern,غيّر الحجم,आकार परिवर्तन,调整,изменить размер,גודל,ändra storlek,resize,
resolution,resolution,resolución,resolução,resolução,résolution,risoluzione,resolució,Auflösung,دقة,संकल्प,解析度,разрешающая способность,פתרון הבעיה,upplösning,løsning,
resolver,resolver,resolver,resolvedor,resolvedor,résolveur,risolutore,resoldre,,حالّ,समाधानकर्ता,分解器,распознаватель,פותרן,resolver,resolver,
resource,resource,recurso,recurso,recurso,Ressource,risorsa,recurs,Ressource,مورد,संसाधन,资源,ресурс,משאב,resurs,ressource,
response,response,respuesta,resposta,resposta,réponse,risposta,resposta,Antwort,إجابة,प्रतिक्रिया,响应,ответ,בתגובה,svar,respons,
restart,restart,reiniciar,reiniciar,reiniciar,redémarrer,riavvia,reiniciar,neu starten,اعد التشغيل,पुनः आरंभ करें,重新开始,запустить снова,איתחול,omstart,genstart,
restore,restore,restaurar,restaurar,restaurar,restaurer,ripristina,restaurar,wiederherstellen,استعادة,बहाल,恢复,восстановить,לשחזר,återställa,genoprette,
restrict,restrict,restringir,restringir,restringir,restreindre,limita,restringir,beschränken,اقتصر,रोकना,限制,ограничивать,להגביל,begränsa,begrænse,
restriction,restriction,restricción,restrição,restrição,restriction,limitazione,restricció,Einschränkung,قيد - اقتصار,बंधन,限制,ограничение,הגבלה,restriktion,begrænsning,
result,result,resultado,resultado,resultado,résultat,risultato,resultat,Ergebnis,نتيجة,परिणाम,结果,результат,תוצאה,resultat,resultat,
resume,resume,reanudar,continuar,continuar,résume,riprendi,reprendre,wiederaufnehmen,متابعة,बायोडाटा,恢复,продолжить,קורות חיים,återuppta,Genoptag,
retrieve,retrieve,recuperar,obter,obter,récupérer,recupera,recuperar,abrufen,أسترجع,पुनः प्राप्त,取回,извлекать,להחזיר,hämta,hente,
retry,retry,reintentar,tentar novamente,tentar novamente,réessayez,riprova,tornar a intentar,erneut versuchen,اعد المحاولة,पुन: प्रयास,重试,повторить попытку,נסה שוב,Försök igen,prøve igen,
return,return,retorno,retornar,retornar,revenir,invio,retorn,zurück,رجوع - عودة,वापसी,返回,вернуть,חזרה,lämna tillbaka,Vend tilbage,
reverse,reverse,reverso,inverso,inverso,sens inverse,inverti,revers,umgekehrt,عكس,उलटा,相反,задний ход,הפוך,omvänd,bagside,
revert,revert,revertir,inverter,inverter,revenir,inverti,revertir,rückgängig machen,يعكس,लौट आना,还原,возвращаться,לחזור,återgå,vende tilbage,
revocation,revocation,revocación,revogar,revogar,révocation,revoca,revocació,Widerruf,سحب - ابطال,निरसन,废止,отзыв,ביטול,återkallande,tilbagekaldelse,
revoke,revoke,revocar,revogar,revogar,révoquer,revoca,revocar,zurückziehen,اسحب - ابطل,वापस लेना,撤消,отзывать,לשלול,återkalla,tilbagekalde,
root,root,raiz,raiz,raiz,racine,root,arrel,Basisordner,جذر,जड़,根,корень,שורש,rot,rod,
rotate,rotate,girar,girar,girar,tourner,ruota,girar,drehen,تدوير,घुमाना,回转,вращаться,לסובב,rotera,rotere,
route,route,ruta,rota,rota,route,itinerario,ruta,weiterleiten,طريق,मार्ग,路线,маршрут,מסלול,rutt,rute,
router,router,ruter,roteador,roteador,routeur,router,ruter,Router [comp.],موجه - مسير,रूटर,路由器,маршрутизатор,נתב,router,router,
routine,routine,rutina,rotina,rotina,routine,procedura,rutina,Routine,وتيرة - روتين,सामान्य,常规,рутинный,שגרה,rutin-,rutine,
row,row,fila,linha,linha,rangée,riga,fila,row,صف,पंक्ति,行,строка,בשורה,rad,række,
rule,rule,regla,regra,regra,règle,regola,regla,Regel,قاعدة,नियम,规则,правило,כלל,regel,Herske,
run,run,ejecutar,executar,executar,courir,eseguire,executar,ausführen,نفّذ,रन,跑,бежать,ריצה,springa,løb,
runtime,runtime,tiempo de ejecución,tempo de execução,tempo de execução,exécution,runtime,temps d'execució,Laufzeit,زمن التشغيل,क्रम,运行,время выполнения,זמן ריצה,körning,runtime,
safe,safe,seguro,seguro,seguro,sûr,sicuro,segur,sicher,آمن - خزانة,सुरक्षित,安全,безопасный,בטוח,säker,sikker,
sample,sample,ejemplo,amostra,amostra,échantillon,esempio,exemple,Probe,عينة,नमूना,样品,образец,מדגם,prov,prøve,
sans,sans,sans,sans,sans,sans,sans,sans,ohne,سانس - مركز سانس للتحذير من الهجمات الفيروسية على الإنترنت,बिना,SANS,без,sans,sans,sans,
save,save,guardar,salvar,salvar,enregistrer,salva,guardar,speichern,احفظ,बचाना,保存,спасти,לשמור,spara,Gemme,
scalable,scalable,escalable,escalável,escalável,évolutive,scalabile,escalable,skalierbar,قابل للتمديد,स्केलेबल,可扩展性,масштабируемый,להרחבה,skalbar,skalerbar,
scale,scale,escala,escala,escala,échelle,scala,escala,skalieren,قياس,स्केल,规模,масштаб,סולם,skala,vægt,
scan,scan,examinar,examinar,examinar,balayage,scansione,examinar,suchen,امسح,स्कैन,扫描,сканирование,סריקה,skanna,Scan,
scanner,scanner,escáner,scanner,scanner,scanner,scanner,escàner,Scanner,ماسحة,स्कैनर,扫描器,сканер,סורק,scanner,scanner,
schedule,schedule,horario,agenda,agenda,programme,pianificare,horari,Planung,جدول - برنامج اعمال,अनुसूची,时间表,график,לוח זמנים,schema,tidsplan,
scheme,scheme,esquema,esquema,esquema,schème,schema,esquema,Schema,مخطط - خطة,योजना,方案,схема,ערכתי,schema,ordning,
scratch,scratch,marcar,"coçar, arranhão","coçar, arranhão",rayure,graffiare,marcar,Kratzer,من الصفر - من لا شيء,खरोंच,刮,царапина,שריטה,repa,kradse,
screen,screen,pantalla,tela,tela,écran,schermo,pantalla,Bildschirm,شاشة - فرز,स्क्रीन,屏幕,экран,מסך,skärm,skærm,
screw,screw,atornillar,parafuso,parafuso,vis,vite,cargolar,Schraube,يفسد - مفك,स्क्रू,拧,винт,בורג,skruva,skrue,
script,script,script,script,script,scénario,script,script,Skript,نص,लिपि,脚本,скрипт,תסריט,manus,manuskript,
scroll,scroll,desplazar,rolar,rolar,faire défiler,scorrere,desplaçar,scrollen,لفّ,स्क्रॉल,滚动,свиток,גלילה,skrolla,rulle,
search,search,buscar,pesquisar,pesquisar,chercher,ricerca,buscar,suchen,ابحث,खोज,搜索,поиск,לחפש,Sök,Søg,
section,section,sección,seção,seção,section,sezione,secció,Abschnitt,قسم - باب,अनुभाग,部分,раздел,סעיף,sektion,afsnit,
sector,sector,sector,setor,setor,secteur,settore,sector,Bereich,قطاع,क्षेत्र,扇形,сектор,סקטור,sektor,sektor,
secure,secure,seguro,seguro,seguro,garantir,sicuro,segur,sicher,آمن,सुरक्षित,安全,безопасный,לבטח,säkra,sikker,
security,security,seguridad,segurança,segurança,Sécurité,sicurezza,seguretat,Sicherheit,أمن,सुरक्षा,安全,безопасность,אבטחה,säkerhet,sikkerhed,
seek,seek,buscar,buscar,buscar,chercher,cercare,buscar,suchen,اسعى - ابحث,मांगना,寻求,искать,מחפש,söka,søge,
segment,segment,segmento,segmento,segmento,segment,segmento,segment,Strecke,قطعة,खंड,分割,сегмент,פלח,segmentet,segment,
segmentation,segmentation,segmentación,segmentação,segmentação,segmentation,segmentazione,segmentació,Segmentierung,تقسيم,विभाजन,分割,сегментация,פילוח,segmentering,segmentering,
select,select,seleccionar,selecionar,selecionar,sélectionner,selezionare,seleccionar,auswählen,اختر,चुनते हैं,选择,Выбрать,בחר,Välj,Vælg,
selectColumn,select column,seleccionar columna,selecionar coluna,,selectColumn,,seleccionar columna,,,selectColumn,selectColumn,selectColumn,selectColumn,selectColumn,selectColumn,
selected,selected,seleccionado,,,,,,,,,,,,,,
selection,selection,selección,seleção,seleção,sélection,selezione,selecció,Auswahl,تحديد,चयन,选择,выбор,בחירה,urval,udvælgelse,
semantic,semantic,semántico,semântico,semântico,sémantique,semantico,semàntic,Semantik,دلالة,अर्थ,语义,семантический,סמנטי,semantisk,semantiske,
send,send,enviar,enviar,enviar,envoyer,invia,enviar,senden,ارسل,भेजना,发送,Отправить,לשלוח,skicka,sende,
sender,sender,remitente,remetente,remetente,expéditeur,mittente,remitent,Absender,مرسل,प्रेषक,寄件人,отправитель,השולח,avsändare,afsender,
sensitive,sensitive,sensible,sensível,sensível,sensible,sensibile,sensible,empfindlich,حساس,संवेदनशील,敏感,чувствительный,רגיש,känslig,følsom,
sensor,sensor,sensor,sensor,sensor,capteur,sensore,sensor,Sensor,مجس,सेंसर,传感器,датчик,חיישן,sensor,sensor,
serif,serif,serifa,serifa,serifa,serif,grazie,serifa,Serif,مذيل,सेरिफ़,衬线,засечка,תָג,serif,serif,
server,server,servidor,servidor,servidor,serveur,server,servidor,Server,خادم,सर्वर,服务器,сервер,שרת,server,server,
session,session,sesión,sessão,sessão,session,sessione,sessió,Sitzung,جلسة,अधिवेशन,会议,сессия,מושב,session,session,
set,set,definir,definir,definir,ensemble,imposta,definir,einstellen,ضبط,सेट,组,задавать,סט,uppsättning,sæt,
settings,settings,configuración,configurações,configurações,réglages,impostazioni,configuració,Einstellungen,إعدادات,सेटिंग्स,设置,настройки,הגדרות,inställningar,indstillinger,
setup,setup,configurar,configurar,configurar,installer,configurazione,configurar,Einrichtung,إعداد - تثبيت,सेट अप,建立,настроить,להכין,inrätta,Opsætning,
shading,shading,sombreado,sombreamento,sombreamento,ombres,ombreggiatura,ombrejat,Schattierung,تظليل,लकीर खींचने की क्रिया,阴影,затенение,הצללה,skuggning,skygge,
shadow,shadow,sombra,sombra,sombra,ombre,ombra,ombra,Schatten,ظل,साया,阴影,тень,הצל,skugga,skygge,
shape,shape,forma,forma,forma,forme,forma,forma,Form,شكل,आकार,形状,форма,צורה,form,form,
share,share,compartir,compartilhar,compartilhar,partager,condividere,compartir,Ressource,سهم ، مشترك,शेयर,分享,доля,נתח,dela med sig,del,
sharp,sharp,afilado,afiado,afiado,tranchant,nitido,afilat,scharf,حاد,तेज़,尖锐,острый,חד,skarp,skarp,
sheet,sheet,hoja,folha,folha,drap,foglio,full,Tabelle,ورقة,चादर,片,простынь,גיליון,ark,ark,
shell,shell,shell,shell,shell,coquille,shell,shell,Eingabeaufforderung,صدفة - واجهة,खोल,贝壳,ракушка,צדף,skal,skal,
shift,shift,mayúsculas,deslocar,deslocar,décalage,Maiusc,majúscules,Umschalt,إزاحة - نقل,खिसक जाना,转移,сдвиг,משמרת,flytta,flytte,
shortcut,shortcut,atajo,atalho,atalho,raccourci,scorciatoia,drecera,Tastenkürzel,اختصار,शॉर्टकट,捷径,сокращенный,קיצור,genväg,genvej,
show,show,mostrar,exibir,exibir,spectacle,visualizza,mostrar,anzeigen,أظهر,प्रदर्शन,节目,шоу,מופע,show,at vise,
shrink,shrink,reducir,reduzir,reduzir,rétrécir,riduci,reduir,verkleinern,قلِّص,हटना,收缩,сокращаться,לצמק,krympa,krympe,
shutdown,shut down,apagar,desligar,desligar,fermer,arresto,apagar,herunterfahren,ايقاف التشغيل,बंद करना,关掉,неисправность,לכבות,stänga av,lukke ned,
sidebar,side bar,barra lateral,barra lateral,barra lateral,barre latérale,barra laterale,barra lateral,Seitenleiste,شريط جانبي,साइडबार,侧边栏,боковая панель,צדדי,sidofältet,sidebjælke,
sign,sign,signo,assinar,assinar,signe,firma,signe,signieren,يوقع - اشارة,संकेत,标志,знак,סימן,skylt,skilt,
signal,signal,señal,sinal,sinal,signal,segnale,senyal,Signal,إشارة,संकेत,信号,сигнал,אות,signal,signal,
signature,signature,firma,assinatura,assinatura,Signature,firma,signatura,Signatur,توقيع - إمضاء,हस्ताक्षर,签名,подпись,חתימה,signatur,Underskrift,
site,site,sitio,local,local,site,sito,lloc,Seite? ˅,موقع,साइट,现场,сайт,אתר,webbplats,websted,
size,size,tamaño,tamanho,tamanho,Taille,dimensione,mida,Größe,حجم - سعة,आकार,尺寸,размер,גודל,storlek,størrelse,
skew,skew,desviar,enviesado,enviesado,fausser,,desviar,Kippen,انحراف,तिरछा,歪斜,скос,מְלוּכסָן,skev,skævhed,
skip,skip,omitir,ignorar,ignorar,sauter,salta,ometre,überspringen,تخطي,छोड़ें,跳跃,пропускать,לדלג,hoppa,springe,
slave,slave,esclavo,escravo,escravo,esclave,slave,esclau,Sklave,تابع,दास,奴隶,рабыня,העבד,slav,slave,
sleep,sleep,dormir,dormir,dormir,dormir,sospensione,dormir,warten,نوم,नींद,睡觉,спать,שינה,sova,søvn,
slide,slide,deslizar,deslizar,deslizar,faire glisser,diapositiva,lliscar,Folie,شريحة,फिसल पट्टी,滑动,горка,שקופית,glida,glide,
slot,slot,ranura,slot,slot,fente,fessura,ranura,Einschub,فتحة,स्लॉट,插槽,слот,חריץ,spår,slot,
smart,smart,inteligente,inteligente,inteligente,intelligent,intelligente,intel·ligent,intelligent,ذكاء,होशियार,聪明,умный,חכם,smart,smart,
smiley,smiley,smiley,smiley,smiley,smiley,faccina,smiley,smiley,مبتسم,स्माइली,笑脸,смайлик,סמיילי,smiley,smiley,
smooth,smooth,suavizar,suave,suave,lisse,liscio,suavitzar,glatt,أملس - سلس,चिकना,平滑,гладкий, плавный,חלק,slät,glat
socket,socket,enchufe,soquete,soquete,prise,socket,endoll,Socket,مقبس,सॉकेट,插座,разъем,שקע,uttag,fatning,
software,software,software,software,software,Logiciel,software,programari,Software,برمجية,सॉफ्टवेयर,软件,программного обеспечения,תוכנה,programvara,software,
solid,solid,sólido,sólido,sólido,solide,pieno,sòlid,fest,صلب,ठोस,固体,твердый,מוצק,fast,solid,
sort,sort,ordenar,classificar,classificar,Trier,ordina,ordenar,kurz,رتّب,तरह,分类,Сортировать,סוג,sortera,sortere,
source,source,fuente,fonte,fonte,la source,sorgente,font,Quelle,مصدر,स्रोत,资源,источник,מקור,källa,kilde,
space,space,espacio,espaço,espaço,espace,spazio,espai,Leerzeichen,فضاء - فراغ,अंतरिक्ष,空间,пространство,חלל,rymden,plads,
spacing,spacing,espaciado,espaçamento,espaçamento,espacement,spaziatura,espaiat,Abstände,مباعدة - تباعد,अंतर,间距,расстояние,המרווח,mellanrum,afstand,
spam,spam,spam,Spam,Spam,Spam,spam,spam,Spam,بريد مزعج,स्पैम,垃圾邮件,спам,ספאם,skräppost,spam,
span,span,abarcar,período,período,envergure,,abastar,Bereich,برهة,अवधि,跨度,пролет,תוחלת,spänna,span,
spawn,spawn,generar,ovas,ovas,frayer,,generar,erzeugen,نقطة الاندفاع,अंडे,卵,порождать,לְהַשְׁרִיץ,rom,spawn,
specify,specify,especificar,especificamos,especificamos,spécifier,,especificar,bestimmen,حدد,उल्लिखित करना,指定,уточнить,לפרט,specificera,specificere,
speed,speed,velocidad,velocidade,velocidade,la vitesse,velocità,velocitat,Geschwindigkeit,سرعة,गति,速度,скорость,מהיר,fart,hastighed,
spelling,spelling,ortografía,ortografia,ortografia,orthographe,compitazione,ortografia,Rechtschreibprüfung,هجاء,वर्तनी,拼字,написание,כתיב,stavning,stavning,
splash,splash,salpicar,tela inicial,tela inicial,éclaboussure,,esquitxar,Startbildschirm,شاشة بدء,छप छप,溅,всплеск,סנסציה,stänk,plaske,
split,split,dividir,dividir,dividir,Divisé,dividi,dividir,teilen,انقسام,विभाजित करें,分裂,Трещина,פיצול,dela,dele,
spool,spool,gestionar colas,enfileirar,enfileirar,bobine,,gestionar cues,,بكرة - توزيع,अटेरन,卷,шпуля,אַשְׁוָה,spole,spole,
spreadsheet,spread sheet,hoja de cálculo,planilha,planilha,tableur,foglio elettronico,full de càlcul,Tabellenkalkulation,ورقة حساب,स्प्रेडशीट,电子表格,таблица,גיליון אלקטרוני,kalkylark,regneark,
stack,stack,pila,pilha,pilha,empiler,stack,pila,Stapel,رصف - تكديس,ढेर,堆,стек,ערימה,stack,stak,
standalone,stand alone,monopuesto,autônomo,autônomo,autonome,standalone,monolloc,Einzelplatz,مستقل - قائم بذاته,स्टैंडअलोन,独立,автономный,עצמאי,fristående,standalone,
standard,standard,estándar,padrão,padrão,la norme,standard,estàndard,Standard,قياسي,मानक,标准,стандарт,תקן,standard-,standard,
start,start,iniciar,iniciar,iniciar,début,avvia,iniciar,starten,ابدأ,शुरु,开始,Начните,התחלה,Start,Start,
state,state,estado,estado,estado,Etat,stato,estat,Zustand,حالة,राज्य,州,государство,מדינה,stat,stat,
static,static,estático,estático,estático,statique,statico,estàtic,statisch,ثابت - ساكن,स्थिर,静态的,статический,סטטי,statisk,statisk,
statistics,statistics,estadísticas,estatísticas,estatísticas,statistiques,statistiche,estadístiques,Statistiken,إحصاء,आंकड़े,统计,статистика,סטטיסטיקה,statistik,statistik,
step,step,paso,etapa,etapa,étape,passo,pas,step,خطوة,कदम,步,шаг,שלב,steg,trin,
stop,stop,parar,parar,parar,Arrêtez,,parar,anhalten,وقوف,रुकें,停,стоп,תפסיק,sluta,hold op,
storage,storage,almacenamiento,armazenamento,armazenamento,espace de rangement,archiviazione,emmagatzematge,Speicher,تخزين,भंडारण,存储,место хранения,אחסון,lagring,opbevaring,
store,store,almacenar,armazenar,armazenar,le magasin,archivio,emmagatzemar,speichern,خزِّن,दुकान,商店,хранить,חנות,Lagra,butik,
stream,stream,corriente,transmitir,transmitir,courant,flusso,corrent,Datenstrom,دفق - تدفق,धारा,流,поток,זרם,strömma,strøm,
stretch,stretch,extender,alongar,alongar,étendue,allungare,estendre,strecken,مدد - تمدد,खिंचाव,伸展,протяжение,מתיחה,sträcka,strække,
strict,strict,estricto,estrito,estrito,strict,rigoroso,estricte,genau,تقييد,कठोर,严格,строгий,קפדן,sträng,streng,
string,string,cadena,cadeia,cadeia,chaîne,stringa,cadena,string,مقطع,तार,串,строка,מחרוזת,sträng,snor,
strip,strip,tira,faixa,faixa,bande,striscia,tira,entfernen,شريط - شريحة,पट्टी,跳闸,полоса,רצועה,remsa,strimmel,
stroke,stroke,trazo,golpe,golpe,coup,ictus,traç,Strich,صدمة,आघात,行程,Инсульт,שבץ,stroke,slag,
structure,structure,estructura,estrutura,estrutura,structure,struttura,estructura,Struktur,بنية - بناء,संरचना,结构体,состав,מבנה,strukturera,struktur,
stub,stub,resguardo,toco,toco,talon,abbozzo,resguard,Stummel,بذرة,ठूंठ,存根,огрызок,בדל,stump,stub,
style,style,estilo,estilo,estilo,style,stile,estil,Stil,نمط,अंदाज,样式,стиль,סגנון,stil,stil,
subdirectory,sub directory,subdirectorio,sub-diretório,sub-diretório,sous-répertoire,sottocartella,subdirectori,Unterverzeichnis,دليل فرعي,उपनिर्देशिका,子目录,подкаталог,בתיקייה,underkatalog,undermappe,
subfolder,sub folder,subcarpeta,subpasta,subpasta,sous-dossier,sottocartella,subcarpeta,Unterordner,مجلد فرعي,सबफ़ोल्डर,子文件夹,вложенная,תיקיית משנה,mapp,undermappe,
submission,submission,envío,submissão,submissão,soumission,invio,enviament,Einreichung,اشتراك - ارسال,प्रस्तुत करने,服从,представление,הגשה,underkastelse,indsendelse,
submit,submit,enviar,enviar,enviar,soumettre,invia,enviar,absenden,أرسل,जमा करें,提交,Отправить,שלח,lämna,Indsend,
subscribe,subscribe,suscribirse,assinar,assinar,souscrire,iscriviti,subscriure,anmelden,سجل - اشترك,सदस्यता लेने के,订阅,подписываться,להירשם,prenumerera,abonnere,
subscription,subscription,suscripción,assinatura,assinatura,abonnement,iscrizione,subscripció,Abonnement,اشتراك,अंशदान,订阅,подписка,מנוי,prenumeration,abonnement,
subtract,subtract,sustraer,subtrair,subtrair,soustraire,sottrai,sostreure,abziehen,طرح,घटाना,减去,вычитать,לחסר,subtrahera,trække fra,
succeed,succeed,con éxito,suceder,suceder,réussir,,amb èxit,erfolgreich sein,نجاح,सफल होने के,成功,добиться успеха,להצליח,lyckas,lykkes,
suggest,suggest,sugerir,sugerir,sugerir,suggérer,,suggerir,vorschlagen,اقترح,सुझाना,建议,предложить,ממליץ,föreslå,antyder,
suggestion,suggestion,sugerencia,sugestão,sugestão,suggestion,suggerimento,suggeriment,Vorschlag,اقتراح,सुझाव,建议,предложение,הצעה,förslag,forslag,
sumnoun,sum (noun),suma,soma,soma,sumnoun,somma,suma,Summe,مجموع (اسم),sumnoun,sumnoun,sumnoun,sumnoun,sumnoun,sumnoun,
sumverb,sum (verb),sumar,somar (verbo),somar (verbo),sumverb,sommare,sumar,addieren,جمع (فعل),sumverb,sumverb,sumverb,sumverb,sumverb,sumverb,
summary,summary,sumario,sumário,sumário,résumé,sommario,sumari,Zusammenfassung,ملخص,सारांश,摘要,резюме,סיכום,sammanfattning,Resumé,
support,support,soporte,suporte,suporte,soutien,supporto,suport,Unterstützung,دعم,समर्थन,支持,служба поддержки,תמיכה,Stöd,support,
surface,surface,superfície,superfície,superfície,surface,superficie,superfície,Fläche,سطح - مساحة,सतह,表面,поверхность,משטח,yta,overflade,
suspend,suspend,suspender,suspender,suspender,suspendre,sospendi,suspendre,Ruhezustand,تعليق,निलंबित,暂停,приостановить,להשעות,suspendera,suspendere,
suspicious,suspicious,sospechoso,suspeito,suspeito,méfiant,sospetto,sospitós,verdächtig (adj.),مشكوك فيه,संदेहजनक,可疑,подозрительный,חשוד,misstänkt,mistænksom,
swap,swap,intercambiar,troca,troca,échanger,swap,intercanviar,auslagern (verb),تبديل,विनिमय,交换,своп,swap,byta,bytte rundt,
switch,switch,opción,alternar,alternar,commutateur,,opció,umschalten (verb),حول,स्विच,开关,переключатель,החלף,växla,kontakt,
symbol,symbol,símbolo,símbolo,símbolo,symbole,simbolo,símbol,Symbol,رمز,प्रतीक,符号,условное обозначение,סמל,symbol,symbol,
synchronize,synchronize,sincronizar,sincronizar,sincronizar,synchroniser,sincronizza,sincronitzar,Synchronisieren,تزامن,सिंक्रनाइज़,同步,синхронизировать,לסנכרן,synkronisera,synkronisere,
syntax,syntax,sintaxis,sintaxe,sintaxe,syntaxe,sintassi,sintaxi,Syntax,صياغة - بناء,वाक्य - विन्यास,句法,синтаксис,תחביר,syntax,syntaks,
system,system,sistema,sistema,sistema,système,sistema,sistema,System,نظام,प्रणाली,系统,система,מערכת,systemet,system,
tab,tab,pestaña,aba,aba,languette,tab,pestanya,Tabulator,لسان,टैब,标签,табуляция,כרטיסייה,flik,fanen,
table,table,tabla,tabela,tabela,table,tabella,taula,Tabelle,جدول,तालिका,表,Таблица,שולחן,tabell,bord,
tag,tag,etiqueta,etiqueta,etiqueta,étiquette,tag,etiqueta,Etikette,وسم - علامة,टैग,标签,тег,תג,märka,tag,
target,target,destino,destino,destino,cible,bersaglio,destí,Ziel,هدف - مستهدف,लक्ष्य,目标,цель,יעד,mål,mål,
template,template,plantilla,modelo,modelo,modèle,template,plantilla,Vorlage,قالب,टेम्पलेट,模板,шаблон,תבנית,mall,skabelon,
temporary,temporary,temporal,temporário,temporário,temporaire,temporaneo,temporal,temporär,مؤقت,अस्थायी,临时,временный,זמני,tillfälliga,midlertidig,
terminal,terminal,terminal,terminal,terminal,Terminal,terminale,terminal,Terminal,طرفيّة,टर्मिनल,终奌站,Терминал,הטרמינל,terminal,terminal,
test,test,prueba,teste,teste,tester,prova,prova,Test,اختبار,परीक्षा,测试,тестовое задание,מבחן,testa,prøve,
text,text,texto,texto,texto,texte,testo,text,Text,نص,टेक्स्ट,文本,текст,טקסט,text,tekst,
texture,texture,textura,textura,textura,texture,texture,textura,Textur,مادة - نسيج,बनावट,质地,текстура,מרקם,textur,struktur,
theme,theme,tema,tema,tema,thème,tema,tema,Stil,تيمة,विषय,主题,тема,נושא,tema,tema,
thread,thread,hilo,discussão,discussão,fil,thread,fil,thread,مؤشر ترابط - مناقشة,धागा,线,нить,חוט,tråd,tråd,
thumbnail,thumbnail,miniatura de una imagen,miniatura,miniatura,la vignette,miniature,miniatura d'una imatge,Minibild,مصغرات,थंबनेल,缩略图,миниатюрами,תמונות ממוזערות,Miniatyr,miniature,
tick,tick,marcar,tique,tique,cocher,zecca,marcar,Kick,اختر - ضع علامة,टिकटिक,蜱,поставить галочку,קרציה,bock,skovflåt,
tile,tile,mosaico,telha,telha,tuile,piastrella,mosaic,Titel,تجانب,टाइल,瓦,плитка,הריח,bricka,flise,
time,time,tiempo,tempo,tempo,temps,orario,temps,Zeit,وقت,पहर,时间,время,זמן,tid,tid,
timeout,time out,tiempo de espera,tempo limite,tempo limite,temps libre,timeout,temps d'espera,Wartezeit abgelaufen,مهلة,समय समाप्त,超时,Тайм-аут,פסק זמן,Paus,tiden er gået,
tip,tip,consejo,dica,dica,pointe,suggerimento,consell,Tipp,تلميح,टिप,小费,совет,טיפ,tips,tip,
